android.sensor.accelerometer#mean,android.sensor.accelerometer#min,android.sensor.accelerometer#max,android.sensor.accelerometer#std,android.sensor.game_rotation_vector#mean,android.sensor.game_rotation_vector#min,android.sensor.game_rotation_vector#max,android.sensor.game_rotation_vector#std,android.sensor.gyroscope#mean,android.sensor.gyroscope#min,android.sensor.gyroscope#max,android.sensor.gyroscope#std,android.sensor.gyroscope_uncalibrated#mean,android.sensor.gyroscope_uncalibrated#min,android.sensor.gyroscope_uncalibrated#max,android.sensor.gyroscope_uncalibrated#std,android.sensor.linear_acceleration#mean,android.sensor.linear_acceleration#min,android.sensor.linear_acceleration#max,android.sensor.linear_acceleration#std,android.sensor.magnetic_field#mean,android.sensor.magnetic_field#min,android.sensor.magnetic_field#max,android.sensor.magnetic_field#std,android.sensor.magnetic_field_uncalibrated#mean,android.sensor.magnetic_field_uncalibrated#min,android.sensor.magnetic_field_uncalibrated#max,android.sensor.magnetic_field_uncalibrated#std,android.sensor.orientation#mean,android.sensor.orientation#min,android.sensor.orientation#max,android.sensor.orientation#std,android.sensor.rotation_vector#mean,android.sensor.rotation_vector#min,android.sensor.rotation_vector#max,android.sensor.rotation_vector#std,sound#mean,sound#min,sound#max,sound#std,speed#mean,speed#min,speed#max,speed#std
0.31946220575451467,0.8108402749082266,0.043535749529329204,0.018091818130513245,0.7910059639017197,0.7809873558984765,0.7999349891153894,0.03506947739449373,0.049939155819326495,0.02576653126581053,0.0574979002737618,0.036623773814221494,0.07601322366599476,0.03334262889481612,0.052329312727971866,0.042663330413810825,0.0034069533998472104,0.003351745548955529,0.0021581684662216735,0.0006642606137723049,0.046666810773618526,0.05036941331569506,0.04454440941726874,0.008682198284258225,0.19302741464821274,0.27188986222172806,0.1260160949050969,0.006332134267996447,0.8015038960174874,0.8015038960174874,0.7970314043651971,0.048840313349271906,0.7744483801891666,0.766373161896748,0.783919471191262,0.02670040397206849,0.8395774343208997,0.8395774343208997,0.8395774343208997,0.07057881193410641,0.16462602327282763,0.16434240512896675,0.16488835132352814,0.06528209998404934
0.3177011439619408,0.8355315821446446,0.02654467032267538,0.0022446039760877774,0.44811807385739366,0.45712988292507645,0.4367022176454388,0.00020286334655778097,0.0004153587002405624,0.0005344647498296577,0.0002964218298322318,0.00014879525296511352,0.012436914421734821,0.012716126316737174,0.004452193920651314,5.862804404031422e-05,0.0009200790816666032,0.0009854963402240208,0.0005389075148509513,0.0006444202925650976,0.08392505326188414,0.08899528038067653,0.08014104301903818,0.005430044532334883,0.3543861707358853,0.4970716310302751,0.2313939840273311,0.002643707748183193,0.07484739676173216,0.07480841501422802,0.07449046763121221,6.265754149269299e-05,0.26234368109982276,0.277284680521354,0.2543218978106276,0.0002706705266893833,0.8764745554670851,0.8733781509367305,0.8795569368745533,0.07057881193410641,0.021230798795795803,0.021230798795795803,0.021230798795795803,0.06528209998404934
0.33123007891058154,0.8491112493417704,0.02835446520380791,0.0014222540913668108,0.938869706031709,0.9398494634864292,0.9376712345098402,0.0001197259573277354,0.0013072804474243424,0.000678952603540911,0.0010643057417038264,0.0005339323924737308,0.009597696084429853,0.008499279859575435,0.00400650714014442,0.0009422722453212929,0.0007108648799706664,0.00013369910526509537,0.0008753299843932128,0.0010246529202962552,0.056256041635503795,0.059019762531041076,0.05404857917629921,0.022016838777799246,0.17059937216837176,0.24346234800517932,0.10995086874135036,0.0027518525412308613,0.44384331911708647,0.4437515482953716,0.4414578767951578,0.00021218901702634287,0.9987626403542733,0.9987725718127629,0.9987588033344168,1.9854016845745017e-05,0.9923222854824203,0.9923222854824203,0.9923222854824203,0.0009331133970502457,0.16462602327282763,0.16434240512896675,0.16488835132352814,0.06528209998404934
0.3157299318437006,0.8397454951357088,0.024864227074054612,0.0012753278315642946,0.4486022878246956,0.4577167753091324,0.43713524864433073,1.496697287834929e-05,0.0006473140736329339,0.0011337709467323586,0.0003144028289491189,0.00026113186105728635,0.012056204807644117,0.012011463852292018,0.00442680861978164,0.00042171522560569935,0.0015211012754784866,0.0002530898947507691,0.0017360016153200463,0.0023183363166318052,0.08259329837707272,0.08646478258207908,0.07945183592857634,0.012146553426632256,0.35340022639390034,0.49540112901459676,0.23058396853079335,0.002276329105246895,0.07453408059521438,0.07453224757081177,0.07414071083206851,8.071513047715847e-06,0.26134966636558354,0.2763682793245952,0.25317957549804404,1.4492469696657151e-05,0.8764745554670851,0.8733781509367305,0.8795569368745533,0.07057881193410641,0.021230798795795803,0.021230798795795803,0.021230798795795803,0.06528209998404934
0.32173640399145986,0.7110530846648184,0.11158011454916078,0.06457490411674,0.9010345324628829,0.6664239030649317,0.9807350752696914,0.35768450980781136,0.044686550523712905,0.00548965788930848,0.09214697181904091,0.09231412925806085,0.08286146205892195,0.08458438028484497,0.029662928048318275,0.048637007460041445,0.06028190824184619,0.04363704515650879,0.050332138398719764,0.045349313604401864,0.058443755904613634,0.0636479138007558,0.054561656953839535,0.0164951331062885,0.2992027401199529,0.42218515957522706,0.19443127527858478,0.005163985983881069,0.6179905134061523,0.10562785474629581,0.856011122305852,0.5504869701279907,0.5332668755457466,0.5105058819094063,0.5694203902803843,0.08474911112598299,0.8764745554670851,0.8733781509367305,0.8795569368745533,0.07057881193410641,0.16462602327282763,0.16434240512896675,0.16488835132352814,0.06528209998404934
0.3087946030829247,0.8245575501952692,0.025192654580181162,0.003750556500028614,0.34938351452159344,0.3583781844833256,0.33855200223675974,0.0037467245678314063,0.001907748321934756,0.002419892090731754,0.0012835441988729246,0.0007456416886100301,0.01305070084242872,0.01334249538611139,0.004671918530641075,0.0011507851746076552,0.0010790409010934003,0.0011557602820981233,0.0006320144235617858,0.00104249366728914,0.020473292187388636,0.024402748511978187,0.017932799098865505,0.024235946781544303,0.3626403875924711,0.5102414491459123,0.2361532107156715,0.00023293905213365141,0.7247938296360296,0.7246331442068398,0.7214123724459535,0.00037696566125362384,0.6478877371535192,0.6550510932169722,0.643993286779567,9.220647674810537e-06,0.6216138610122997,0.6216138610122997,0.6216138610122997,0.05544357788420697,0.0,0.0,0.0,0.06528209998404934
0.30888430416623525,0.8001997874471983,0.03714709057846882,0.014133629256124554,0.9534744476409531,0.9536200964387492,0.9544107053331302,0.002230113001454372,0.005498844727454234,0.004070362267794687,0.004038577543604376,0.0034234710076011103,0.019242647207916574,0.011531573430070026,0.011843221262036923,0.00984055345699573,0.014814506144884661,0.003360095973108091,0.015516835842093672,0.02793288752768767,0.060319029491240725,0.06481225854903129,0.05715163894426792,0.011525082278511734,0.3386544541924556,0.47701203831568084,0.22034736827461412,0.0004725810512028331,0.4953503089001043,0.49465945059334343,0.4930667322179152,0.0005159676655742965,0.990039945483955,0.990243918580576,0.989928561157644,3.777236360631661e-05,0.6950789401098655,0.6514345434010967,0.7387233368197414,0.2077125865958994,0.0,0.0,0.0,0.06528209998404934
0.31489657826771045,0.8038352295438298,0.026169959719908265,0.009563801199068467,0.7910059639017197,0.7809873558984765,0.7999349891153894,0.03506947739449373,0.049939155819326495,0.02576653126581053,0.0574979002737618,0.036623773814221494,0.07601322366599476,0.03334262889481612,0.052329312727971866,0.042663330413810825,0.0022532158278123202,0.0024134185813915773,0.0013197506240329535,0.0007664143063373039,0.04657889870963837,0.05067425295337714,0.04440638073292965,0.00779988275493823,0.19302741464821274,0.27188986222172806,0.1260160949050969,0.006332134267996447,0.7981171919867622,0.7981171919867622,0.7936635985651375,0.0023409323419343897,0.7744483801891666,0.766373161896748,0.783919471191262,0.02670040397206849,0.5685001357414472,0.5685001357414472,0.5685001357414472,0.4416984664643396,0.16462602327282763,0.16434240512896675,0.16488835132352814,0.06528209998404934
0.3391660045178675,0.8546716234347554,0.029542730948879214,0.0007056476035193408,0.9591475896505464,0.9597049447263177,0.9584216559359323,0.000270838171500767,0.0011979415062980119,0.0007927053401205357,0.0011347232073532637,0.0004891514904317623,0.010146893470645096,0.009238349064709148,0.004130961805749996,0.0007188259975369267,0.0010777070612339233,0.0008300965891697916,0.0009319766040151637,0.0005160290558882046,0.06880089961264582,0.0727290574555717,0.06644461290407995,0.01605956117533534,0.16873510868788236,0.23853674852167914,0.11015077300587893,0.0037260533260672153,0.4945792919992557,0.49453402747558,0.4918751331376286,6.28963376462264e-05,0.9701450903271035,0.9706803884094622,0.969877482395135,9.599643664592606e-05,0.9113281141661553,0.9113281141661553,0.9113281141661553,0.27636241044190146,0.16462602327282763,0.16434240512896675,0.16488835132352814,0.06528209998404934
0.3114078279658543,0.653255172521176,0.0705038599283675,0.06399253659802898,0.8986250197597999,0.8799303280042512,0.9027082455003834,0.021175600380409405,0.04119481153460018,0.014271309776330635,0.04552717481372924,0.05229459202903204,0.034107964891141554,0.014770778602722617,0.026577836576412158,0.02460479306972402,0.01627623211472961,0.017433465776276573,0.009533293360172867,0.014022391347507497,0.04520777178459293,0.05048149857345388,0.04127472171613095,0.01729998421780565,0.30457045666423743,0.4265907534709831,0.199400974349102,0.006817710332541974,0.3136416665103112,0.31055739329505255,0.32143162529670755,0.005981584573159833,0.9040708792215318,0.8954611829030271,0.913909937211298,0.033979335620606226,0.3834445650554163,0.3594888833631441,0.4165297235006639,0.09959848907880947,5.172307041697382e-05,0.0,0.00010344614083394764,0.0009776354430967803
