android.sensor.accelerometer#mean,android.sensor.accelerometer#min,android.sensor.accelerometer#max,android.sensor.accelerometer#std,android.sensor.game_rotation_vector#mean,android.sensor.game_rotation_vector#min,android.sensor.game_rotation_vector#max,android.sensor.game_rotation_vector#std,android.sensor.gyroscope#mean,android.sensor.gyroscope#min,android.sensor.gyroscope#max,android.sensor.gyroscope#std,android.sensor.gyroscope_uncalibrated#mean,android.sensor.gyroscope_uncalibrated#min,android.sensor.gyroscope_uncalibrated#max,android.sensor.gyroscope_uncalibrated#std,android.sensor.linear_acceleration#mean,android.sensor.linear_acceleration#min,android.sensor.linear_acceleration#max,android.sensor.linear_acceleration#std,android.sensor.magnetic_field#mean,android.sensor.magnetic_field#min,android.sensor.magnetic_field#max,android.sensor.magnetic_field#std,android.sensor.magnetic_field_uncalibrated#mean,android.sensor.magnetic_field_uncalibrated#min,android.sensor.magnetic_field_uncalibrated#max,android.sensor.magnetic_field_uncalibrated#std,android.sensor.orientation#mean,android.sensor.orientation#min,android.sensor.orientation#max,android.sensor.orientation#std,android.sensor.rotation_vector#mean,android.sensor.rotation_vector#min,android.sensor.rotation_vector#max,android.sensor.rotation_vector#std,sound#mean,sound#min,sound#max,sound#std,speed#mean,speed#min,speed#max,speed#std
0.31448600611426714,0.8384448142352379,0.02406802500855193,0.0008947720492610904,0.9788385969908084,0.9791667856848452,0.9784131850543015,5.3709133739285966e-05,0.0012330355465767144,0.0005230130600185778,0.001048861807676594,0.0005728716047257281,0.010183838691331572,0.009146043409554931,0.004186982911110102,0.0008694280096377536,0.0010756461819489771,0.0008269996670375114,0.0008410295316015305,0.0005674869606501164,0.0591551953682625,0.06290189265360266,0.05692309996912748,0.009494983389017697,0.11066391413787177,0.1601687784620976,0.07057886829484311,0.0009317708723668896,0.8555479338811556,0.8555425331616183,0.8507792403459831,1.2450433426987908e-05,0.8881700149325455,0.8903236738765692,0.8870039558580938,0.00015046242270032106,0.855290932852804,0.855290932852804,0.855290932852804,0.07057881193410641,0.16462602327282763,0.16434240512896675,0.16488835132352814,0.06528209998404934
0.3327100148252382,0.8509819137220725,0.028339862257801884,0.0008266336064704011,0.9712062754130864,0.9715983267309944,0.9707507483265522,0.00030083604430709545,0.0010012043057442087,0.0005319461618437087,0.0012275561158683087,0.0005179496271075096,0.00974218164359537,0.008219256532824354,0.004409630713978666,0.0011880148383653037,0.0008708405228408261,0.000233261882557551,0.000740241906476177,0.0007732872110329881,0.05587670312399311,0.059878178609019665,0.05358010372397634,0.012389824304396094,0.17343339432307273,0.24740084833847278,0.11181255671716454,0.00035821108163198003,0.4448596641599668,0.44476668922671364,0.4424540299170056,0.00010047630513477032,0.9990509840953621,0.9990548512821368,0.9990545086397122,2.856515744367479e-05,0.991687537282546,0.991687537282546,0.991687537282546,0.15916699584858215,0.16462602327282763,0.16434240512896675,0.16488835132352814,0.06528209998404934
0.3114078279658543,0.653255172521176,0.0705038599283675,0.06399253659802898,0.8986250197597999,0.8799303280042512,0.9027082455003834,0.021175600380409405,0.04119481153460018,0.014271309776330635,0.04552717481372924,0.05229459202903204,0.034107964891141554,0.014770778602722617,0.026577836576412158,0.02460479306972402,0.01627623211472961,0.017433465776276573,0.009533293360172867,0.014022391347507497,0.04520777178459293,0.05048149857345388,0.04127472171613095,0.01729998421780565,0.30457045666423743,0.4265907534709831,0.199400974349102,0.006817710332541974,0.3136416665103112,0.31055739329505255,0.32143162529670755,0.005981584573159833,0.9040708792215318,0.8954611829030271,0.913909937211298,0.033979335620606226,0.3834445650554163,0.3594888833631441,0.4165297235006639,0.09959848907880947,5.172307041697382e-05,0.0,0.00010344614083394764,0.0009776354430967803
0.35970465998872814,0.8682178852013551,0.03458782996719617,0.0007215567283767477,0.9780936301930505,0.9782525538173039,0.9777289898483817,0.00030557099904922596,0.0021564475968512465,0.0005102047474896292,0.004712941270032688,0.002463142201587792,0.010254112663843053,0.007081860882051981,0.0053608134605723405,0.002723788281931696,0.003325557290705249,0.00047947140706838,0.005261654004185641,0.008287890597557591,0.054892854198295274,0.05886882406218977,0.05198379481715629,0.00937997620238025,0.12824966365025456,0.18169341053679422,0.08342388648600972,0.003120753701572758,0.5415546831328958,0.5413922541952294,0.5386984308999647,0.00026906464629300713,0.9899331270803642,0.9900191798835226,0.9898962810561556,0.0001891705260149193,0.9624719442921702,0.9624719442921702,0.9624719442921702,0.06727410913802954,0.16462602327282763,0.16434240512896675,0.16488835132352814,0.06528209998404934
0.3229801593945334,0.6674676444824684,0.3227283067558122,0.18496692665262862,0.5605756526882619,0.3570049295351224,0.9488649163821189,0.4609166671167222,0.2706373129726771,0.4740213986512689,0.13144953938704018,0.00014161448075902694,0.18080136227629828,0.04915453018532443,0.0931261558996918,0.11129054874847785,0.21421427822468422,0.22944482862469057,0.12546930652368196,0.0015060020121772629,0.05012272479113731,0.05537061837898127,0.04620859453602627,0.005921651321399325,0.3442518617462284,0.46468017379105464,0.23353046024206534,0.044894353986284455,0.27463019649389253,0.23042867095635017,0.4903470801232715,0.09839671319721038,0.7344237951775755,0.7150667146985672,0.7497617220544233,0.05026275252914879,0.9245008340734985,0.9245008340734985,0.9245008340734985,0.044424215070659835,0.00015000428348409253,0.00015000428348409253,0.00015000428348409253,0.06528209998404934
0.33990093941864963,0.855905173736653,0.029652786582507695,0.0004495723960416672,0.9582005281294059,0.9588514372322645,0.9573794360427822,0.0001215545810918445,0.001256219663615777,0.0006055873938235891,0.0011060492144750107,0.0006146425881654749,0.009518767213516,0.008687661981849665,0.004066886038731623,0.000895693125639332,0.001246017723394882,0.0012629043301569506,0.0007690268054732058,0.00016013483606963595,0.07140952427584939,0.07560529598369255,0.06861395524307505,0.008797901698149223,0.17095474438019828,0.24137238519516888,0.11112145349445703,0.003696610070993608,0.49539603869360077,0.49536617679522627,0.4926570412081693,4.3508261986239036e-05,0.9698354058400365,0.9704161651051207,0.9695232787281167,5.9573205962943254e-05,0.8344973388561995,0.8344973388561995,0.8344973388561995,0.7555459895143601,0.16462602327282763,0.16434240512896675,0.16488835132352814,0.06528209998404934
0.279078346309485,0.8111120523209452,0.01738233431752051,0.003276753696232288,0.7910059639017197,0.7809873558984765,0.7999349891153894,0.03506947739449373,0.049939155819326495,0.02576653126581053,0.0574979002737618,0.036623773814221494,0.07601322366599476,0.03334262889481612,0.052329312727971866,0.042663330413810825,0.06028190824184619,0.04363704515650879,0.050332138398719764,0.045349313604401864,0.07840981865399686,0.08039826917333003,0.07783427862159606,0.031719273945552955,0.19302741464821274,0.27188986222172806,0.1260160949050969,0.006332134267996447,0.5164073020110543,0.49089490444901823,0.5379212015568992,0.048840313349271906,0.7744483801891666,0.766373161896748,0.783919471191262,0.02670040397206849,0.627577037341948,0.627577037341948,0.627577037341948,0.07057881193410641,0.16462602327282763,0.16434240512896675,0.16488835132352814,0.06528209998404934
0.3398862557944451,0.8551581373117922,0.03040191720169172,0.0013408149275607978,0.9610711949300037,0.9616679997218087,0.9603060895869978,0.00010613813312192698,0.001291896759900108,0.0008943137295576454,0.001082317570240107,0.0005826144623475437,0.0099234735214055,0.0087041217674075,0.003873969692952069,0.0007040987763623237,0.0013207300352500388,0.0007758924554842523,0.0009381732761714023,0.0006796172942458454,0.0695925141814006,0.0730943129537752,0.06768024298768087,0.012588952373191103,0.1675774406795062,0.2386705003291518,0.10824567136325643,0.00132201744181726,0.49335869306405283,0.49329886837877435,0.49066811084061,0.00010320091819473986,0.9710272566144108,0.9715356479691196,0.9707999943270942,0.0001392598915112306,0.911305972443868,0.911305972443868,0.911305972443868,0.2530350286331314,0.16462602327282763,0.16434240512896675,0.16488835132352814,0.06528209998404934
0.31798142601044965,0.8322321050146498,0.026959035619888272,0.004528086661415557,0.8369320818187385,0.8390755953296545,0.8345854107232817,0.0016748028995394277,0.01691019821759878,0.029618221236868487,0.008213345536989276,0.013502781468839207,0.01422122667163347,0.01453701704641235,0.005090945935995191,0.003699074921045158,0.007161138651638532,0.0062336615066569175,0.004980018295778521,0.0032083603937321384,0.06852780501335881,0.07322012892880916,0.06514755574912452,0.007542836871294582,0.328215002787039,0.4625041126202404,0.21348962331192126,0.0036147885510122513,0.7119309626089011,0.7090193641720764,0.7095322248364907,0.003098149896730506,0.6079357092266261,0.6154462892677072,0.604645466242858,0.0015834075885583874,0.8764745554670851,0.8733781509367305,0.8795569368745533,0.07057881193410641,0.021230798795795803,0.021230798795795803,0.021230798795795803,0.06528209998404934
0.340516531631901,0.8553377839944478,0.030405667833389105,0.0018700743910469268,0.9580901966014777,0.9587076211643242,0.9572503360116119,0.00013806622548826654,0.0009863391011926174,0.0007576268682728743,0.0009065920326315083,0.0005537267232048512,0.008856067740999151,0.00789246633800572,0.0037116370190609285,0.0010670694292558586,0.0014417347568972567,0.0004172337965497081,0.002294472006872979,0.001983850196940325,0.07188067463167187,0.07579725057815079,0.06888329309734652,0.01002897294550995,0.17061732878760347,0.24348730269747473,0.10996266456378402,0.0037829408523135616,0.4946914973317578,0.4946378466088565,0.4919844084554129,0.00012403288055610264,0.9695061908018819,0.9700380196159656,0.9692969389460757,0.0001576984511059716,0.9484503322143288,0.9484503322143288,0.9484503322143288,0.7555459895143601,0.16462602327282763,0.16434240512896675,0.16488835132352814,0.06528209998404934
